10000
1 177.045 183.401 179.482 177.491 177.767 176.061 179.892 176.771 178.809 178.344 178.731 173.207 177.846 182.742 185.616 194.434 175.579 182.799 186.081 177.499 
2 174.65 177.879 177.104 178.997 195.871 185.893 178.443 174.799 178.844 176.05 181.729 178.526 179.879 176.963 177.265 177.043 186.762 188.596 176.317 188.308 
4 184.946 185.677 178.205 185.135 184 185.485 182.079 182.476 201.217 189.12 181.365 183.386 180.097 182.053 180.133 179.742 191.665 196.478 185.7 182.02 
8 219.992 232.964 217.757 241.844 238.279 237.996 228.896 224.703 218.453 243.654 220.595 236.702 218.217 271.035 223.113 252.001 228.766 225.088 225.37 243.18 
16 16772.6 16456.3 16817.3 16767.9 17139.3 17423.9 17191.1 17600.5 17299.9 17661.1 17426.8 17547.7 17839.3 17510.6 18148 18134.3 18854.3 18829.3 19560.1 19014.8 
